D:\Cambridge\Election2007\School\Wednesday\School Ballot Allocation Report


000101-00-0003: Fantini, Alfred B.
000301-00-0701: Grassi, Joseph G.
000301-00-0702: Grassi, Joseph G.
000301-00-0704: Fantini, Alfred B.
000301-00-0705: Schuster, Luc
000301-00-0707: Schuster, Luc
000301-00-0710: Fantini, Alfred B.
000301-00-0711: McGovern, Marc C.
000301-00-0713: EXHAUSTED PILE
000301-00-0714: Fantini, Alfred B.
000301-00-0717: Nolan, Patricia M.
000301-00-0718: Grassi, Joseph G.
000301-00-0720: Tauber, Nancy
000301-00-0723: Tauber, Nancy
000301-00-0724: Grassi, Joseph G.
000301-00-0726: Nolan, Patricia M.
000301-00-0728: Grassi, Joseph G.
000302-00-0001: Schuster, Luc
000302-00-0002: Schuster, Luc
000302-00-0004: INVALID
000302-00-0004: Schuster, Luc
000302-00-0006: Grassi, Joseph G.
000302-00-0008: Nolan, Patricia M.
000302-00-0009: Grassi, Joseph G.
000302-00-0011: Fantini, Alfred B.
000302-00-0015: McGovern, Marc C.
000302-00-0018: Grassi, Joseph G.
000302-00-0019: EXHAUSTED PILE
000302-00-0022: Tauber, Nancy
000302-00-0023: Schuster, Luc
000302-00-0025: Schuster, Luc
000302-00-0028: Grassi, Joseph G.
000302-00-0029: Schuster, Luc
000302-00-0033: Tauber, Nancy
000302-00-0035: McGovern, Marc C.
000302-00-0037: Tauber, Nancy
000302-00-0039: Tauber, Nancy
000302-00-0040: EXHAUSTED PILE
000302-00-0043: Nolan, Patricia M.
000302-00-0045: Schuster, Luc
000302-00-0046: Schuster, Luc
000302-00-0048: Tauber, Nancy
000302-00-0051: EXHAUSTED PILE
000302-00-0053: McGovern, Marc C.
000302-00-0055: Grassi, Joseph G.
000302-00-0057: EXHAUSTED PILE
000302-00-0058: Tauber, Nancy
000302-00-0060: Fantini, Alfred B.
000302-00-0063: EXHAUSTED PILE
000302-00-0065: EXHAUSTED PILE
000302-00-0066: Nolan, Patricia M.
000302-00-0069: Nolan, Patricia M.
000302-00-0070: McGovern, Marc C.
000302-00-0072: Tauber, Nancy
000302-00-0075: Schuster, Luc
000302-00-0078: McGovern, Marc C.
000302-00-0079: McGovern, Marc C.
000302-00-0080: EXHAUSTED PILE
000302-00-0082: Schuster, Luc
000302-00-0085: Tauber, Nancy
000302-00-0086: Grassi, Joseph G.
000302-00-0089: Nolan, Patricia M.
000302-00-0090: Grassi, Joseph G.
000302-00-0091: Schuster, Luc
000302-00-0095: Grassi, Joseph G.
000302-00-0096: Grassi, Joseph G.
000302-00-0099: Tauber, Nancy
000302-00-0101: Grassi, Joseph G.
000302-00-0102: Fantini, Alfred B.
000302-00-0104: Tauber, Nancy
000302-00-0106: Nolan, Patricia M.
000302-00-0108: Tauber, Nancy
000302-00-0111: McGovern, Marc C.
000302-00-0113: Fantini, Alfred B.
000302-00-0114: Fantini, Alfred B.
000302-00-0115: McGovern, Marc C.
000302-00-0118: Nolan, Patricia M.
000302-00-0119: Nolan, Patricia M.
000302-00-0121: Tauber, Nancy
000302-00-0124: Fantini, Alfred B.
000302-00-0125: Tauber, Nancy
000302-00-0128: Fantini, Alfred B.
000302-00-0130: McGovern, Marc C.
000302-00-0132: Schuster, Luc
000302-00-0134: Fantini, Alfred B.
000302-00-0136: Grassi, Joseph G.
000302-00-0138: Tauber, Nancy
000302-00-0140: INVALID
000302-00-0142: INVALID
000302-00-0143: INVALID
000302-00-0146: Nolan, Patricia M.
000302-00-0147: Fantini, Alfred B.
000302-00-0148: Fantini, Alfred B.
000302-00-0150: INVALID
000302-00-0151: Grassi, Joseph G.
000302-00-0154: Nolan, Patricia M.
000302-00-0156: Grassi, Joseph G.
000302-00-0158: Schuster, Luc
000302-00-0161: Grassi, Joseph G.
000302-00-0163: Grassi, Joseph G.
000302-00-0165: McGovern, Marc C.
000302-00-0167: Grassi, Joseph G.
000302-00-0169: Grassi, Joseph G.
000302-00-0170: McGovern, Marc C.
000302-00-0173: Fantini, Alfred B.
000302-00-0174: EXHAUSTED PILE
000302-00-0177: Grassi, Joseph G.
000302-00-0179: Grassi, Joseph G.
000302-00-0180: Grassi, Joseph G.
000302-00-0182: Grassi, Joseph G.
000302-00-0184: Fantini, Alfred B.
000302-00-0187: Grassi, Joseph G.
000302-00-0189: Fantini, Alfred B.
000302-00-0191: Fantini, Alfred B.
000302-00-0193: Fantini, Alfred B.
000302-00-0195: Grassi, Joseph G.
000302-00-0197: Grassi, Joseph G.
000302-00-0199: Fantini, Alfred B.
000302-00-0201: Nolan, Patricia M.
000302-00-0203: Nolan, Patricia M.
000302-00-0205: Fantini, Alfred B.
000302-00-0207: INVALID
000302-00-0208: EXHAUSTED PILE
000302-00-0211: Grassi, Joseph G.
000302-00-0212: Fantini, Alfred B.
000302-00-0215: McGovern, Marc C.
000302-00-0217: Fantini, Alfred B.
000302-00-0219: Nolan, Patricia M.
000302-00-0221: Schuster, Luc
000302-00-0222: Fantini, Alfred B.
000302-00-0225: McGovern, Marc C.
000302-00-0226: McGovern, Marc C.
000302-00-0229: Grassi, Joseph G.
000302-00-0230: McGovern, Marc C.
000302-00-0233: EXHAUSTED PILE
000302-00-0235: Fantini, Alfred B.
000302-00-0237: Grassi, Joseph G.
000302-00-0238: Grassi, Joseph G.
000302-00-0240: EXHAUSTED PILE
000302-00-0243: Grassi, Joseph G.
000302-00-0245: Nolan, Patricia M.
000302-00-0247: Fantini, Alfred B.
000302-00-0249: EXHAUSTED PILE
000302-00-0250: EXHAUSTED PILE
000302-00-0253: Schuster, Luc
000302-00-0255: Tauber, Nancy
000302-00-0256: Tauber, Nancy
000302-00-0259: Grassi, Joseph G.
000302-00-0261: EXHAUSTED PILE
000302-00-0262: Tauber, Nancy
000302-00-0264: Tauber, Nancy
000302-00-0267: McGovern, Marc C.
000302-00-0268: Grassi, Joseph G.
000302-00-0270: Fantini, Alfred B.
000302-00-0272: Grassi, Joseph G.
000302-00-0275: McGovern, Marc C.
000302-00-0277: Grassi, Joseph G.
000302-00-0278: Fantini, Alfred B.
000302-00-0281: EXHAUSTED PILE
000302-00-0282: Grassi, Joseph G.
000302-00-0284: Fantini, Alfred B.
000302-00-0286: EXHAUSTED PILE
000302-00-0289: EXHAUSTED PILE
000302-00-0291: Schuster, Luc
000302-00-0293: McGovern, Marc C.
000302-00-0295: EXHAUSTED PILE
000302-00-0297: Grassi, Joseph G.
000302-00-0300: McGovern, Marc C.
000302-00-0301: Grassi, Joseph G.
000302-00-0303: Grassi, Joseph G.
000302-00-0305: Nolan, Patricia M.
000302-00-0308: Schuster, Luc
000302-00-0310: Tauber, Nancy
000302-00-0312: EXHAUSTED PILE
000302-00-0314: McGovern, Marc C.
000302-00-0315: Tauber, Nancy
000302-00-0317: EXHAUSTED PILE
000302-00-0319: EXHAUSTED PILE
000302-00-0321: Tauber, Nancy
000302-00-0323: EXHAUSTED PILE
000302-00-0325: Tauber, Nancy
000302-00-0327: Grassi, Joseph G.
000302-00-0330: Schuster, Luc
000302-00-0332: INVALID
000302-00-0333: Tauber, Nancy
000302-00-0334: Grassi, Joseph G.
000302-00-0337: Fantini, Alfred B.
000302-00-0340: Schuster, Luc
000302-00-0341: Schuster, Luc
000302-00-0343: EXHAUSTED PILE
000302-00-0345: EXHAUSTED PILE
000302-00-0348: Nolan, Patricia M.
000302-00-0350: INVALID
000302-00-0352: Grassi, Joseph G.
000302-00-0353: INVALID
000302-00-0356: Fantini, Alfred B.
000302-00-0358: EXHAUSTED PILE
000302-00-0360: EXHAUSTED PILE
000302-00-0361: Tauber, Nancy
000302-00-0362: Nolan, Patricia M.
000302-00-0366: Fantini, Alfred B.
000302-00-0368: Fantini, Alfred B.
000302-00-0369: Schuster, Luc
000302-00-0372: Grassi, Joseph G.
000302-00-0374: Grassi, Joseph G.
000302-00-0375: Fantini, Alfred B.
000302-00-0380: EXHAUSTED PILE
000302-00-0381: Grassi, Joseph G.
000302-00-0383: Grassi, Joseph G.
000302-00-0385: EXHAUSTED PILE
000302-00-0387: Tauber, Nancy
000302-00-0390: Tauber, Nancy
000302-00-0391: Nolan, Patricia M.
000302-00-0394: INVALID
000302-00-0396: Fantini, Alfred B.
000302-00-0398: EXHAUSTED PILE
000302-00-0399: EXHAUSTED PILE
000302-00-0401: Grassi, Joseph G.
000302-00-0403: Nolan, Patricia M.
000302-00-0405: Grassi, Joseph G.
000302-00-0406: EXHAUSTED PILE
000302-00-0408: Fantini, Alfred B.
000302-00-0410: Grassi, Joseph G.
000302-00-0412: Grassi, Joseph G.
000302-00-0414: Grassi, Joseph G.
000302-00-0417: Grassi, Joseph G.
000302-00-0418: Tauber, Nancy
000302-00-0421: Schuster, Luc
000302-00-0424: Grassi, Joseph G.
000302-00-0426: Fantini, Alfred B.
000302-00-0428: McGovern, Marc C.
000302-00-0429: Grassi, Joseph G.
000302-00-0431: Tauber, Nancy
000302-00-0434: Nolan, Patricia M.
000302-00-0436: Fantini, Alfred B.
000302-00-0438: Fantini, Alfred B.
000302-00-0440: Fantini, Alfred B.
000302-00-0441: Fantini, Alfred B.
000302-00-0442: Fantini, Alfred B.
000302-00-0445: Grassi, Joseph G.
000302-00-0446: Tauber, Nancy
000302-00-0449: Grassi, Joseph G.
000302-00-0451: EXHAUSTED PILE
000302-00-0454: INVALID
000302-00-0456: EXHAUSTED PILE
000302-00-0457: Grassi, Joseph G.
000302-00-0459: Fantini, Alfred B.
000302-00-0461: Tauber, Nancy
000302-00-0462: McGovern, Marc C.
000302-00-0464: EXHAUSTED PILE
000302-00-0466: Tauber, Nancy
000302-00-0468: Fantini, Alfred B.
000302-00-0471: EXHAUSTED PILE
000302-00-0474: Fantini, Alfred B.
000302-00-0475: Fantini, Alfred B.
000302-00-0476: Grassi, Joseph G.
000302-00-0478: Tauber, Nancy
000302-00-0481: Nolan, Patricia M.
000302-00-0483: Fantini, Alfred B.
000302-00-0484: McGovern, Marc C.
000302-00-0487: McGovern, Marc C.
000302-00-0489: EXHAUSTED PILE
000302-00-0490: Grassi, Joseph G.
000302-00-0493: Schuster, Luc
000302-00-0495: Tauber, Nancy
000302-00-0497: INVALID
000302-00-0499: Grassi, Joseph G.
000302-00-0500: EXHAUSTED PILE
000302-00-0502: Tauber, Nancy
000302-00-0505: Grassi, Joseph G.
000302-00-0507: Grassi, Joseph G.
000302-00-0509: Schuster, Luc
000302-00-0510: Nolan, Patricia M.
000302-00-0513: Schuster, Luc
000302-00-0515: Fantini, Alfred B.
000302-00-0516: Grassi, Joseph G.
000302-00-0518: Tauber, Nancy
000302-00-0520: Schuster, Luc
000302-00-0523: Schuster, Luc
000302-00-0524: Schuster, Luc
000302-00-0527: Grassi, Joseph G.
000302-00-0528: Schuster, Luc
000302-00-0530: McGovern, Marc C.
000302-00-0532: Grassi, Joseph G.
000302-00-0535: McGovern, Marc C.
000302-00-0537: EXHAUSTED PILE
000302-00-0539: Fantini, Alfred B.
000302-00-0542: Fantini, Alfred B.
000302-00-0544: Schuster, Luc
000302-00-0545: Grassi, Joseph G.
000302-00-0547: Grassi, Joseph G.
000302-00-0548: Nolan, Patricia M.
000302-00-0551: Schuster, Luc
000302-00-0553: Grassi, Joseph G.
000302-00-0556: McGovern, Marc C.
000302-00-0557: Schuster, Luc
000302-00-0560: EXHAUSTED PILE
000302-00-0562: Grassi, Joseph G.
000302-00-0563: Grassi, Joseph G.
000302-00-0566: Fantini, Alfred B.
000302-00-0567: EXHAUSTED PILE
000302-00-0570: Tauber, Nancy
000302-00-0572: Fantini, Alfred B.
000302-00-0573: McGovern, Marc C.
000302-00-0576: Tauber, Nancy
000302-00-0579: Tauber, Nancy
000302-00-0580: INVALID
000302-00-0582: Fantini, Alfred B.
000302-00-0584: Schuster, Luc
000302-00-0585: Nolan, Patricia M.
000302-00-0588: Schuster, Luc
000302-00-0590: Fantini, Alfred B.
000302-00-0592: Fantini, Alfred B.
000302-00-0593: McGovern, Marc C.
000302-00-0596: McGovern, Marc C.
000302-00-0598: Schuster, Luc
000302-00-0599: Schuster, Luc
000302-00-0602: McGovern, Marc C.
000302-00-0604: Schuster, Luc
000302-00-0606: Tauber, Nancy
000302-00-0608: McGovern, Marc C.
000302-00-0611: Tauber, Nancy
000302-00-0612: INVALID
000302-00-0614: Schuster, Luc
000302-00-0615: Fantini, Alfred B.
000302-00-0619: Tauber, Nancy
000302-00-0621: Tauber, Nancy
000302-00-0622: Tauber, Nancy
000302-00-0624: EXHAUSTED PILE
000302-00-0625: Fantini, Alfred B.
000302-00-0628: Tauber, Nancy
000302-00-0629: Fantini, Alfred B.
000302-00-0632: Grassi, Joseph G.
000302-00-0633: Schuster, Luc
000302-00-0635: Fantini, Alfred B.
000302-00-0636: Tauber, Nancy
000302-00-0640: Grassi, Joseph G.
000302-00-0642: EXHAUSTED PILE
000302-00-0644: Nolan, Patricia M.
000302-00-0646: Grassi, Joseph G.
000302-00-0648: EXHAUSTED PILE
000302-00-0650: McGovern, Marc C.
000302-00-0651: Tauber, Nancy
000302-00-0653: Schuster, Luc
000302-00-0655: Schuster, Luc
000302-00-0656: Schuster, Luc
000302-00-0659: Tauber, Nancy
000302-00-0661: Fantini, Alfred B.
000302-00-0662: Schuster, Luc
000302-00-0665: Nolan, Patricia M.
000302-00-0668: Schuster, Luc
000302-00-0670: Schuster, Luc
000302-00-0671: Schuster, Luc
000302-00-0674: Tauber, Nancy
000302-00-0675: Schuster, Luc
000302-00-0677: Grassi, Joseph G.
000302-00-0679: Schuster, Luc
000302-00-0682: Tauber, Nancy
000302-00-0683: Fantini, Alfred B.
000303-00-0001: EXHAUSTED PILE
000303-00-0002: INVALID
000303-00-0003: Schuster, Luc
000303-00-0005: McGovern, Marc C.
000303-00-0006: Tauber, Nancy
000303-00-0009: Tauber, Nancy
000303-00-0009: EXHAUSTED PILE
000303-00-0010: Tauber, Nancy
000303-00-0011: INVALID
000303-00-0011: INVALID
000303-00-0012: McGovern, Marc C.
000303-00-0012: McGovern, Marc C.
000303-00-0013: McGovern, Marc C.
000303-00-0014: McGovern, Marc C.
000303-00-0015: Schuster, Luc
000303-00-0015: Schuster, Luc
000303-00-0017: EXHAUSTED PILE
000303-00-0018: EXHAUSTED PILE
000303-00-0021: Nolan, Patricia M.
000303-00-0022: Tauber, Nancy
000303-00-0025: Tauber, Nancy
000303-00-0027: EXHAUSTED PILE
000303-00-0029: EXHAUSTED PILE
000303-00-0030: Nolan, Patricia M.
000303-00-0033: Schuster, Luc
000303-00-0035: INVALID
000303-00-0037: Fantini, Alfred B.
000303-00-0039: McGovern, Marc C.
000303-00-0040: McGovern, Marc C.
000303-00-0042: Nolan, Patricia M.
000303-00-0046: Schuster, Luc
000303-00-0047: EXHAUSTED PILE
000303-00-0049: INVALID
000303-00-0050: Fantini, Alfred B.
000303-00-0052: Grassi, Joseph G.
000303-00-0054: Schuster, Luc
000303-00-0057: EXHAUSTED PILE
000303-00-0058: McGovern, Marc C.
000303-00-0060: Schuster, Luc
000303-00-0061: Schuster, Luc
000303-00-0064: Schuster, Luc
000303-00-0065: EXHAUSTED PILE
000303-00-0067: EXHAUSTED PILE
000303-00-0070: Grassi, Joseph G.
000303-00-0072: EXHAUSTED PILE
000303-00-0073: EXHAUSTED PILE
000303-00-0076: EXHAUSTED PILE
000303-00-0078: Fantini, Alfred B.
000303-00-0080: McGovern, Marc C.
000303-00-0082: Schuster, Luc
000303-00-0084: Fantini, Alfred B.
000303-00-0086: Schuster, Luc
000303-00-0088: Fantini, Alfred B.
000303-00-0089: McGovern, Marc C.
000303-00-0090: Fantini, Alfred B.
000303-00-0092: EXHAUSTED PILE
000303-00-0095: Fantini, Alfred B.
000303-00-0096: Nolan, Patricia M.
000303-00-0099: Grassi, Joseph G.
000303-00-0100: McGovern, Marc C.
000303-00-0102: EXHAUSTED PILE
000303-00-0104: EXHAUSTED PILE
000303-00-0106: EXHAUSTED PILE
000303-00-0108: INVALID
000303-00-0110: Schuster, Luc
000303-00-0112: EXHAUSTED PILE
000303-00-0115: INVALID
000303-00-0116: Fantini, Alfred B.
000303-00-0118: EXHAUSTED PILE
000303-00-0120: McGovern, Marc C.
000303-00-0123: EXHAUSTED PILE
000303-00-0125: INVALID
000303-00-0126: McGovern, Marc C.
000303-00-0129: Grassi, Joseph G.
000303-00-0130: EXHAUSTED PILE
000303-00-0131: EXHAUSTED PILE
000303-00-0134: EXHAUSTED PILE
000303-00-0136: Nolan, Patricia M.
000303-00-0139: Schuster, Luc
000303-00-0140: EXHAUSTED PILE
000303-00-0141: Schuster, Luc
000303-00-0143: Schuster, Luc
000303-00-0144: EXHAUSTED PILE
000303-00-0146: EXHAUSTED PILE
000303-00-0148: Schuster, Luc
000303-00-0150: Schuster, Luc
000303-00-0152: EXHAUSTED PILE
000303-00-0153: McGovern, Marc C.
000303-00-0156: Grassi, Joseph G.
000303-00-0159: EXHAUSTED PILE
000303-00-0160: EXHAUSTED PILE
000303-00-0163: Schuster, Luc
000303-00-0165: Nolan, Patricia M.
000303-00-0167: McGovern, Marc C.
000303-00-0169: EXHAUSTED PILE
000303-00-0170: EXHAUSTED PILE
000303-00-0172: EXHAUSTED PILE
000303-00-0175: EXHAUSTED PILE
000303-00-0177: EXHAUSTED PILE
000303-00-0179: Fantini, Alfred B.
000303-00-0181: EXHAUSTED PILE
000303-00-0183: McGovern, Marc C.
000303-00-0185: McGovern, Marc C.
000303-00-0187: McGovern, Marc C.
000303-00-0188: Schuster, Luc
000303-00-0190: EXHAUSTED PILE
000303-00-0192: EXHAUSTED PILE
000303-00-0195: Schuster, Luc
000303-00-0197: EXHAUSTED PILE
000303-00-0200: EXHAUSTED PILE
000303-00-0201: Schuster, Luc
000303-00-0203: EXHAUSTED PILE
000303-00-0205: EXHAUSTED PILE
000303-00-0206: EXHAUSTED PILE
000303-00-0209: Nolan, Patricia M.
000303-00-0211: Nolan, Patricia M.
000303-00-0213: EXHAUSTED PILE
000303-00-0217: Schuster, Luc
000303-00-0219: McGovern, Marc C.
000303-00-0221: Schuster, Luc
000303-00-0222: Nolan, Patricia M.
000303-00-0223: Tauber, Nancy
000303-00-0227: EXHAUSTED PILE
000303-00-0229: Grassi, Joseph G.
000303-00-0230: Tauber, Nancy
000303-00-0233: McGovern, Marc C.
000303-00-0234: McGovern, Marc C.
000303-00-0237: EXHAUSTED PILE
000303-00-0238: EXHAUSTED PILE
000303-00-0241: EXHAUSTED PILE
000303-00-0242: Nolan, Patricia M.
000303-00-0245: EXHAUSTED PILE
000303-00-0247: Grassi, Joseph G.
000303-00-0249: Tauber, Nancy
000303-00-0251: Schuster, Luc
000303-00-0253: Schuster, Luc
000303-00-0254: Nolan, Patricia M.
000303-00-0256: McGovern, Marc C.
000303-00-0258: Schuster, Luc
000303-00-0260: Fantini, Alfred B.
000303-00-0262: McGovern, Marc C.
000303-00-0265: Tauber, Nancy
000303-00-0267: Tauber, Nancy
000303-00-0269: Fantini, Alfred B.
000303-00-0271: Nolan, Patricia M.
000303-00-0272: Tauber, Nancy
000303-00-0274: EXHAUSTED PILE
000303-00-0276: Grassi, Joseph G.
000303-00-0279: EXHAUSTED PILE
000303-00-0281: Grassi, Joseph G.
000303-00-0283: Tauber, Nancy
000303-00-0285: EXHAUSTED PILE
000303-00-0286: McGovern, Marc C.
000303-00-0289: Schuster, Luc
000303-00-0291: EXHAUSTED PILE
000303-00-0293: EXHAUSTED PILE
000303-00-0295: EXHAUSTED PILE
000303-00-0296: Tauber, Nancy
000303-00-0298: Grassi, Joseph G.
000303-00-0301: EXHAUSTED PILE
000303-00-0303: EXHAUSTED PILE
000303-00-0304: EXHAUSTED PILE
000303-00-0306: McGovern, Marc C.
000303-00-0308: EXHAUSTED PILE
000303-00-0309: EXHAUSTED PILE
000303-00-0310: Tauber, Nancy
000303-00-0315: Grassi, Joseph G.
000303-00-0317: EXHAUSTED PILE
000303-00-0319: EXHAUSTED PILE
000303-00-0320: McGovern, Marc C.
000303-00-0323: Grassi, Joseph G.
000303-00-0325: Nolan, Patricia M.
000303-00-0327: Nolan, Patricia M.
000303-00-0329: Nolan, Patricia M.
000303-00-0331: EXHAUSTED PILE
000303-00-0333: Fantini, Alfred B.
000303-00-0335: Schuster, Luc
000303-00-0337: Nolan, Patricia M.
000303-00-0339: EXHAUSTED PILE
000303-00-0340: Schuster, Luc
000303-00-0343: Nolan, Patricia M.
000303-00-0345: Tauber, Nancy
000303-00-0346: Fantini, Alfred B.
000303-00-0348: EXHAUSTED PILE
000303-00-0350: EXHAUSTED PILE
000303-00-0352: EXHAUSTED PILE
000303-00-0354: EXHAUSTED PILE
000303-00-0356: EXHAUSTED PILE
000303-00-0359: EXHAUSTED PILE
000303-00-0361: Schuster, Luc
000303-00-0363: Schuster, Luc
000303-00-0364: Schuster, Luc
000303-00-0366: EXHAUSTED PILE
000303-00-0369: Nolan, Patricia M.
000303-00-0371: Nolan, Patricia M.
000303-00-0373: Grassi, Joseph G.
000303-00-0374: INVALID
000303-00-0376: INVALID
000303-00-0378: INVALID
000303-00-0381: McGovern, Marc C.
000303-00-0383: Grassi, Joseph G.
000303-00-0384: Nolan, Patricia M.
000303-00-0386: Nolan, Patricia M.
000303-00-0389: EXHAUSTED PILE
000303-00-0390: EXHAUSTED PILE
000303-00-0392: Schuster, Luc
000303-00-0394: EXHAUSTED PILE
000303-00-0396: EXHAUSTED PILE
000303-00-0399: Fantini, Alfred B.
000303-00-0401: Tauber, Nancy
000303-00-0403: Tauber, Nancy
000303-00-0405: Tauber, Nancy
000303-00-0407: McGovern, Marc C.
000303-00-0409: McGovern, Marc C.
000303-00-0410: Schuster, Luc
000303-00-0413: McGovern, Marc C.
000303-00-0415: McGovern, Marc C.
000303-00-0416: McGovern, Marc C.
000303-00-0418: McGovern, Marc C.
000303-00-0420: EXHAUSTED PILE
000303-00-0423: McGovern, Marc C.
000303-00-0424: EXHAUSTED PILE
000303-00-0426: Nolan, Patricia M.
000303-00-0429: EXHAUSTED PILE
000303-00-0431: Grassi, Joseph G.
000303-00-0432: Tauber, Nancy
000303-00-0434: EXHAUSTED PILE
000303-00-0437: Schuster, Luc
000303-00-0439: McGovern, Marc C.
000303-00-0441: McGovern, Marc C.
000303-00-0443: Nolan, Patricia M.
000303-00-0445: McGovern, Marc C.
000303-00-0447: McGovern, Marc C.
000303-00-0451: EXHAUSTED PILE
000303-00-0453: EXHAUSTED PILE
000303-00-0455: EXHAUSTED PILE
000303-00-0456: Schuster, Luc
000303-00-0458: EXHAUSTED PILE
000303-00-0460: McGovern, Marc C.
000303-00-0462: EXHAUSTED PILE
000303-00-0465: EXHAUSTED PILE
000303-00-0466: EXHAUSTED PILE
000303-00-0468: EXHAUSTED PILE
000303-00-0470: EXHAUSTED PILE
000303-00-0473: Nolan, Patricia M.
000303-00-0474: EXHAUSTED PILE
000303-00-0476: EXHAUSTED PILE
000303-00-0479: Tauber, Nancy
000303-00-0480: Fantini, Alfred B.
000303-00-0483: EXHAUSTED PILE
000303-00-0485: Schuster, Luc
000303-00-0486: Nolan, Patricia M.
000303-00-0489: Nolan, Patricia M.
000303-00-0490: EXHAUSTED PILE
000303-00-0492: Nolan, Patricia M.
000303-00-0494: Tauber, Nancy
000303-00-0495: EXHAUSTED PILE
000303-00-0497: EXHAUSTED PILE
000303-00-0500: EXHAUSTED PILE
000303-00-0501: Tauber, Nancy
000303-00-0503: EXHAUSTED PILE
000303-00-0505: Fantini, Alfred B.
000303-00-0508: EXHAUSTED PILE
000303-00-0509: EXHAUSTED PILE
000401-00-0001: EXHAUSTED PILE
000401-00-0001: INVALID
000401-00-0003: McGovern, Marc C.
000401-00-0005: EXHAUSTED PILE
000401-00-0006: McGovern, Marc C.
000401-00-0007: Schuster, Luc
000401-00-0008: EXHAUSTED PILE
000401-00-0008: EXHAUSTED PILE
000401-00-0009: INVALID
000401-00-0010: EXHAUSTED PILE
000401-00-0013: EXHAUSTED PILE
